,name,post,profile,sentiment
92,Instituto de Inteligencia Artificial,"¿Quieres ser un experto en Inteligencia Artificial? Con nuestro Master Ejecutivo 100% Online, aprenderás de más de 35 ponentes expertos en la materia. ¡Aprovecha nuestra oferta de lanzamiento y comienza tu formación en 2023!",/in/ACoAABl_RIkBYR4jSKTbBrh3aT9GWijromxWBoo/,0.0
93,Ironhack Portugal,"#WORKSHOPTIME 📝Are you ready to learn #html & #css to make your life easier? Join us on the 16th of February at 6.30 pm for a workshop that will give you the power to build a website for the first time!💻 What is the challenge? Learn the basics of HTML and CSS and code along a landing page. You will have the opportunity to create the homepage of the Apple website, cool right?🗣 Who is the Speaker?Meet Francisco Duarte, he's 20 years old a web developer and a Teacher Assistant at Ironhack. How is that possible? Xico, promises to share his secret during the workshop! Save your spot here! 👉🏼 https://lnkd.in/ekXnTiX9",https://www.linkedin.com/company/ironhack-portugal/,0.9714
94,Qonto,"Cuando te embarcas en el desafío de emprender, debes pensar en mil cosas: definir las líneas de tu proyecto, preparar tu oferta, construir un plan de empresa, encontrar las ayudas adecuadas… Y es normal sentirse desbordado.No te preocupes. Para asesorarte, acompañarte y que puedas lanzar tu idea al mercado, hemos preparado una guía con los 5 pasos fundamentales de creación de una empresaDescarga la guía gratuita aquí: https://bit.ly/Qonto-es#qonto #emprendedores",https://www.linkedin.com/company/qonto/,0.0
95,1millionbot,"📺 Ayer, nuestro compañero Rafa fue invitado al programa La Explanada de Televisión Alicantí para presentar nuevo proyecto con ChatGPT.🍇 El proyecto tiene como objetivo difundir la cultura alicantina y el Fondillón, un famoso vino de la región, a través de un chatbot de última tecnología ChatGPT.🤖 Una experiencia interactiva que permite a los usuarios conocer mejor la historia y la tradición de Alicante y el proceso de elaboración del Fondillón.🍷 Información detallada sobre el vino de Fondillón, sus características y por qué es tan famoso.💻 Diseñado para llegar a una audiencia global y promocionar la cultura local.Lee la noticia completa: https://lnkd.in/d-_i_y6q¡Gracias por el apoyo! 🚀🌴 #1MillionBot #Chatbot #ChatGPT #Fondillón #CulturaAlicantina #Innovación ",https://www.linkedin.com/company/1millionbot/,0.0
96,GASMA - Gastronomy and Culinary Management Campus,"""Con creatividad, esfuerzo y constancia puedes hacer maravillas en el mundo de la gastronomía"".Estudiar en Gasma te cambia la forma de ver la profesión y te hace pertenecer a una nueva familia formada por compañer@s de más de 70 países. Nos lo cuenta Natalia Mosquera, estudiante de cuarto curso del Grado en Gastronomía. #feedyourpassionmanageyourfuture ",https://www.linkedin.com/company/gasma--gastronomy-and-culinary-management-campus/,0.0
97,hashtag#analytics,"As a Data Analyst, I use a lot of functions in Excel/Google SheetsAnd pivot tables are NOT one of them Here are the top 5 that I use most often...- SUMIFS: This function sums a range based on conditions- COUNTUNIQUEIFS: This is a great way to get a count of values like emails based on conditions- XLOOKUP: Normally, you don't need the whole row of data so you pick and choose what you would like with this!- IMPORTRANGE: Never do double work! If you already completed a whole sheet but need the same thing on a separate sheet, use this to bring it over- QUERY: SQL in Google Sheets, do I need to say more? (Excel has Power Query) These are not all of the functions I use but I use them just about every single day when I need to build a spreadsheetAnd Pivot Tables are great for quick analysis but honestly when I deliver a spreadsheet to someone, I'm not going to show them a Pivot TableYou have way more customizations with building out your own table and making it look great! #sql #data #dataanalyst #analytics #dataanalytics ",https://www.linkedin.com/feed/hashtag/analytics,0.9763
98,Nadia Michelle Torres,¿Sientes distanciada tu labor diaria de tu propósito? Participar en dínamicas de mentoreo te permite conectarte y retribuir a la comunidad. 😉 ,https://www.linkedin.com/in/nadymich,0.0
99,Luis C Reyes Navarrete,Our very own Robert Dargavel Smith has just published a post in Medium about how we use #sagemaker  Studio at Clarity AI for #datascience  and #machinelearning:,https://www.linkedin.com/in/ordovaspascual,0.4019
100,The(BEEMINE)Lab,"¡Buenas noticias para empezar la semana! Con The Beemine Lab hacer deporte también cuenta como ""descansar"". Los domingos ahora estarán llenos de energía 😉 Echadle un vistazo:https://lnkd.in/d_za8MV5",https://www.linkedin.com/company/beemine/,0.0
101,bol.com,"Our tech professionals create a lot of own content on Techlab. To share that with you, we decided to combine our own content with the best of the web and put it into a monthly newsletter. Only filled with the best tech content. Signup now to receive the first completely for free on March 7th.",https://www.linkedin.com/company/bol-com/,0.9458
102,Keyrus,"💥Como cada semana, ¡aquí llega nuestro #DiccionarioAnalytics!🥳⁣⁣😎Una enciclopedia del universo data con la que os convertiréis en auténticos expertos en el mundo de los #datos.⁣⁣🤓 El entorno digital está formado por términos que se basan unos en otros y se van retroalimentando y transformando entre ellos. Nuestra idea es ir explicándoos las cosas más básicas para que, poco a poco, vayáis entendiendo e hilando todo mucho mejor. 👌⁣⁣💻La palabra del día es #DataDriven. ¿Qué es eso de ser una empresa Data Driven?👇¡Aquí te lo dejamos muy bien explicadito!👇",https://www.linkedin.com/company/keyrus/,0.0
103,Francisco Polo,Muchas ganas de asistir los próximos días 27 y 28 a 4YFN - 4 Years from Now  en Barcelona. No dudes en escribirme si crees que debería conocer a alguien allí.,https://www.linkedin.com/in/franciscopolo,-0.296
104,Nieves Sanchez Gil,"Alberto González-Calero busca personal, #hiring. ¿Conoces a alguien a quien podría interesarle?",https://www.linkedin.com/in/agcalero,0.0
105,PingCAP,"For decades, OLTP and OLAP workloads have been processed separately by different database systems.A hybrid transactional/analytical processing (HTAP) database can process both workloads in the same system without either one interfering with the other. Watch this short video for additional insights: ",https://www.linkedin.com/company/pingcap/,0.0
106,Dexma Energy Intelligence By Spacewell,"[✏️Thursday Quiz] A record amount of energy from renewable sources was generated in the 🇬🇧 UK in 2022. Clean power generation is crucial to the Government’s strategy to reach net zero by 2050.Can you guess the percentage of the UK’s energy made up of solar ☀️, wind 🌬, biomass 🌾 and hydropower 💧 last year? ",https://www.linkedin.com/company/dexma-energy-intelligence-by-spacewell/,0.7184
107,hashtag#analytics,"How most companies 'attempt’ to become data-driven 😞🚫 TLDR hiring people without a strategy is doomed to fail Every data-driven company you see out there has a data strategy And there are two huge elements of this:1) Data Management - Strategy around creating, managing, governing and using data within the organisation 2) Value Creation - Setting a vision for and understanding how data can enable business value And all underpinned by general data literacy and culture, but that is a whole other ball game Have you seen this type of short-term thinking around data hiring? Follow along for daily data, career and consulting advice by hitting the 🔔 on my profile and commenting away#datastrategy #datascience #analytics #data #DylanDecodes",https://www.linkedin.com/feed/hashtag/analytics,0.6842
108,Kabel,Cómo adaptar tu negocio para sobrevivir a la gran tormenta tecnológica· #Innovación y agilidad empresarial (filosofía)· #Omnicanalidad y experiencia de consumo (#estrategia)· #marketingdigital 360º y conquista del cliente (táctica)https://lnkd.in/d9SEb8bR by Esade #transformacióndigital #Marketing #tecnología,https://www.linkedin.com/company/kabel/,0.0
109,Incubadora de Traders Madrid,¿Quieres convertirte en #trader y Analista Financiero? 📈 Apúntate a nuestro Curso Presencial de Trading en Madrid y da el primer paso en tu carrera profesional. 💻 ¡Reserva ya tu plaza!,https://www.linkedin.com/company/incubadora-de-traders-madrid/,0.0
110,HACK A BOSS,Cursos SEPE,https://www.linkedin.com/company/hackaboss/,0.0
111,Luis von Ahn,"Meaningful data is core to Duolingo's success. If you want to know more about how we determine what metrics we focus on, and how we move those metrics, read this from our #datascience team.https://lnkd.in/g8Uim85d",https://www.linkedin.com/in/luis-von-ahn-duolingo,0.743
112,Cívica,"¡Hola!Que mejor manera de empezar la semana que presentando a Carlos Tapiador que se une al equipo de CívicaBienvenido a la familia, Carlos. Por muchos éxitos juntos. Feliz Lunes a todxs#yosoycivico #yosoycivica #equipo",https://www.linkedin.com/company/civica-soft/,0.0
113,Lucas Teache,"Estoy buscando unx Desarrollador NodeJS para el área de Development de uno de mis clientes.🔹 45000€ - 65000€🔹 Conocimientos requeridos: node, express, javascript, typescript, aws, kafka.🔹 Experiencia: 3 años.🔹 Ubicación: zaragoza.Aplica o recomienda aquí: https://lnkd.in/dmdzbuWH¡Ayúdame a difundir! 🙏",https://www.linkedin.com/in/lucas-teache,0.0
114,Anita Noordzij,"📢 📢 Volvo Car España is hiring 📢 📢 We are looking for an Indirect Tax Specialist for our Global Accounting Team, based in our Madrid office (metro Cuzco). You will be working as the Tax expert collaborating closely with the Tax Team in Sweden (HQ).#accounting #tax #hiring",https://www.linkedin.com/in/alexandre-tibechrani-40a322,0.0
115,Bosonit,"🏢 El proyecto cuenta con 5.500 m2 útiles construidos y más de 2.200 m2 de espacio público para uso de la ciudad, incluida una terraza panorámica de libre acceso que contribuirá a dinamizar y revitalizar la zona.Será un espacio singular y multifuncional con oficinas que acogerá:✅Más de 500 puestos de trabajo.✅Aulas de formación y residencia de estudiantes.✅ Incubadora de empresas y laboratorio de innovación.✅Sala polivalente y área de restauración.",https://www.linkedin.com/company/bosonit/,0.0
116,VaynerMedia,This is the Swipers Digest #46 from our Global Head of Platforms Peter Chun  Swipe and enjoy!,https://www.linkedin.com/company/vaynermedia/,0.5411
117,Viktorija Kristholde-Luse,As per Morgan Stanley “You must pay taxes. But there’s no law that says you gotta leave a tip.” It’s a good day to save your taxes! #taxes #lifeatdeloitte #taxsaving Deloitte,https://www.linkedin.com/company/deloitte/,0.7304
118,Dani Sánchez Pérez,🦀 Tips para hacer un buen uso del componente 🔌 Switch 💡 en tu sistema de diseño.habilitar y deshabilitar pero con coherencia.👇👇👇👇https://lnkd.in/d4sBfFqC_____#uiux #ui #uidesign #ux #uxdesign #webdesign #design #userinterface #appdesign #uiuxdesign #userexperience #uidesigner #uitrends #webdesigner #dribbble #graphicdesign #uxdesigner #dailyui #interface #website #uiinspiration #designinspiration #uxui #websitedesign #behance #userinterfacedesign #designer #uiuxdesigner #adobexd #uxinspiration_____,https://www.linkedin.com/in/manuleon,0.0
119,DV Ticketing by Digital Virgo,"The buses, metros and metro stations in Rome are now covered with a new campaign launched by Italian Operators TIM, Vodafone, and WINDTRE in co-marketing with ATAC SpA, one of the biggest public transport companies in Europe with 950 million passengers in 2019. After 1 year from launching the mobile ticketing channel “SMS&GO”, more and more users in Rome see it as the fastest and easiest option to purchasing transport and parking tickets as an alternative to paper tickets or credit cards. The future of ticketing services is looking at mobile credit for a fast digitalization as a pre-condition to any MaaS project.Learn more about DV Ticketing enabling platform: https://lnkd.in/d46Rpcx#maas #digitalization #mobileticketing",https://www.linkedin.com/company/digitalvirgo/,0.8176
120,hashtag#data,"How many projects have you abandoned?#data #datascience #dataanalytics #dataanalyst---🔔 If you liked this content, don't forget to click ""Follow"" on my profile! I invite you to connect and reach out 😃 Check out my Medium profile where I write about data with the link in my bio!",https://www.linkedin.com/feed/hashtag/data,0.6956
121,Juliana Rabbi - Remote Work Coach,"Most of the job seekers I spoke with in the past 2 weeks are making the same mistake:❌  OverthinkingBy definition, overthinking is “putting too much time into thinking about or analyzing (something) in a way that is more harmful than helpful”.✳️ And why is it a mistake?Overthinking has different stages. It will probably start with you thinking about your career, being cautious and responsible about any changes, planning how to transition for a better job, being responsible with your current company and the financial commitments you have already made, choosing well the next company, etc.➡️ So, until a certain point, thinking about your career means that you care about it - and that is fine.⚠️ When you remain for too long thinking about a career change and not taking any action, without even realizing, you move from thinking to overthinking.▪️ “It’s not the right moment to start the #jobsearch yet”▪️ “If by June this year nothing change in my company, then I will start looking for a new #job”▪️ “There are so many layoffs happening that maybe it’s not the best time to change jobs”If you told yourself one of the phrases above recently, and you are not yet taking actions to improve your #career, you are probably overthinking.🔸 I am concerned about overthinking because the final result is that you feel paralyzed and delay your dreams. You settle for less. You start believing that there is nothing better out there for you, and that the only option you have is to remain where you are now.🎯 How to change that? Make the first step.Do at least one thing to break the situation and help you to move towards the right direction.One step leads to the next step. The most difficult part is to start moving.I am confident you will thank yourself later.🌟 If you need my help with that, this Saturday, the 11th of February, 2023, I will be offering a live workshop named “LinkedIn Intensive Experience”. 👉🏽 I will teach you relevant and effective ways to transform your LinkedIn profile into a magnet for recruiters and for the companies you want to work for.👉🏽 I will answer your burning questions about #LinkedIn. 👉🏽 I will also review the LinkedIn profile of some of the participants live, to give feedback about every single part of the profile, what is good, what is missing, what recruiters want to see on the profile, etc.⭐️ Special launch price (from 527 euros to only 97 euros).Take this step now! ** Link in the comments. ",https://www.linkedin.com/in/julianarabbi-career-coach,0.9851
122,Joaquin Palou,Brillante como Jack Daniel's utiliza el diseño en 3D para generar el máximo impacto en sus campañas de #marquetingdigital ... 🚀 ❗ ❗Si os gustan este tipo de publicaciones podéis recomendar & compartir para que el contenido llegue a muchas más personas. Para seguirme un solo clic en seguir aquí 👉https://bit.ly/3JfRW8q#RA #AR #RV #VR #virtualreality #Realidadaumentada #realidadvirtual #augmentedreality #tecnologia #tech #innovacion #stem #smartcity #IA 👇,https://www.linkedin.com/in/joaquin-palou-735a0439,0.0
123,Ishmael Ho,NEAT!,https://www.linkedin.com/in/ishmael-ho,0.5093
124,Julian Fourmantin,"¡Nuevos desafíos!El día de ayer fue uno de los mas difíciles en toda mi experiencia profesional, ya que me tocó despedirme de un equipo de trabajo único.Cuando ingreso a un trabajo nuevo espero conocer gente nueva y generar nuevos vínculos, pero nunca imagine encontrarme con un grupo humano tan hermoso como este. En tiempos en que muchos cuentan las horas para salir corriendo y no ver mas a la gente de la oficina, este equipo elige formar un grupo humano que va mucho mas allá del edificio de trabajo, por eso, elijo despedirme con esta foto que refleja la alegría que significa formar parte de este equipo.A partir de hoy, paso a integrar un nuevo proyecto dentro de Cognizant como Account Strategist y estoy realmente muy contento e ilusionado de seguir formándome profesionalmente dentro la empresa.Además de agradecerle a todas y cada una de las personas que me acompañaron en este camino, quiero agradecerle especialmente a Elizabeth Alejandra Palacios quien con dedicación y paciencia se encargó de mi formación inicial en el proyecto, a Stephanie Villegas y Alejandro Rodriguez por guiarme como lideres de los equipos que integré y a Tomas Demergasso por su dedicación para liderar como nadie este grupo humano increíble.No les deseo suerte porque no la necesitan, solo muchos éxitos en lo que se viene ¡Muchísimas gracias por todo!",https://www.linkedin.com/company/cognizant/,-0.6103
125,Carmen Ansio,El jueves estaré en el canal de Brais Moure para enseñaros el potencial de Figma. Veremos un overview para que sepáis moveros por la herramienta y tener autonomía a la hora de diseñar vuestras propias interfaces.¡No os lo perdáis!  ,https://www.linkedin.com/in/lozanocelia,0.0
126,Capitole Consulting,"Did you know that #RPA is the best ally of financial and administrative departments? Save time and money by automating repetitive and tedious tasks.   🦾⚡ Robotic Process Automation is a technology that creates easy-to-build, deploy, and manage software robots that emulate human actions to automate digital processes.This technology improves business outcomes and enables competitive advantages. As an official UIPath Partner, Capitole can help you identify these repetitive processes and implement a reliable, fast and cost-efficient solution. 👉 Payroll👉 Inventory 👉 Email ProcessThese are only a few examples of tasks that could be automated with RPA. Are you ready to automatize your projects to boost productivity, increase efficiency, and take your business to the next level? Contact us now:  http://ow.ly/67VV50MXLgA",https://www.linkedin.com/company/capitole-consulting/,0.9773
127,David García Lozano,"La diferencia entre SER, y PARECER.Quiero compartir una experiencia perso-profesional que viví ayer, y que me hizo reflexionar.Ayer era mi cumpleaños.Un año antes, yo colaboraba con una empresa X, y recuerdo perfectamente el día de mi cumpleaños, porque lo cogí de vacaciones, avisando con más de un mes de antelación, beneficio que esa empresa otorgaba, sin descontar el día de tu saldo de vacaciones anual.Ese mismo dia (un lunes) entorno a las 11 de la mañana, me llama la que era mi jefa, preguntando que donde estaba, que porque no estaba en la oficina, a lo que respondí, que estaba disfrutando de mi día de cumpleaños, el cual habia sido aprobado por ella misma, y que ademas, en mi agenda pública se podia ver que estaba off.La conversación fué breve. Ella transmitió su indignación y enfado, de no muy buenas maneras, con frases como ""con la que tenemos encima nose como te coges el día"".Por dar contexto a esta afirmación, cabe mencionar que en ese momento, yo llevaba tiempo asumiendo tareas de 1 HRBP,1 HR manager, y 1 becario que salieron, y estaban siendo repuestosLa conversación acabo con un ""ya hablaremos"" y por supuesto, sin una felicitación de cumpleaños.Minutos mas tarde, me llamó el nivel jerarquico superior a mi jefa directa, para transmitirme también su indignacion por no estar presente, la decepción por el bajo rendimiento los meses recientes (Primera noticia que tuve de este feedback), e invitandome a una reunión esa misma semana donde ""se revisarian mis condiciones y rendimiento"". Obvio, tampoco hubo felicitación 😅.Pues bien:Un año mas tarde, colaboro en otra empresa (que no da el día de tu cumpleaños OFF como beneficio), y tengo otra jefa, basada en Portugal.En el día de mi cumpleaños, me escribió por teams para decirme que ""iba a tope, pero que no queria dejar de desearme un feliz día"", pero esque al acabar su jornada (mis 19) me llamó a mi teléfono personal, para preguntarme que tal habia pasado el día, y felicitarme una vez mas, de la manera mas cercana y personal, sin mencionar una palabra sobre trabajo, sabiendo que teniamos reunion al día siguiente.Fue en ese momento, cuando recordé todo lo ocurrido un año atrás.Fue en ese momento cuando me sentí enormemente agradecido, valororado, afortunado.Fue en ese momento cuando dije ""¡Jo que guay!""Fue en ese momento cuando comprendí la diferencia entre ""PARECER"" una empresa que cuida a sus empleados, y ""SER"" una empresa que cuida a sus empleados. Y puede ocurrir que tu empresa no tenga una cultura de ""priorizar o cuidar"" al empleado, pero tu, como lider, como manager, pero sobre todo como buen ser humano, tienes el deber y la responsabilidad de cuidar de tu equipo.Si alguna vez tienes que elegir entre ser un buen profesional, y ser una buena persona. ELIGE SER BUENA PERSONA.No existen los buenos lideres, con malos valores.Anyway, a pesar de ""currar"", tuve un día maravilloso 😋 MUITO OBRIGADO",https://www.linkedin.com/in/davidrrhh,-0.9571
128,YIO Technologies,"Hoy hemos tenido un día productivo y divertido, probando a YIO, nuestro asistente virtual inteligente. En YIO, queremos mejorar la experiencia de las empresas y marcas con la inteligencia artificial y el análisis de datos. ¿Quieres conocer más sobre cómo podemos ayudar a tu empresa a destacar? Contáctanos para obtener más información.yio.ai#WeareYIO #asistentevirtual #AI #Yiotechnologies #innovacion #empresasinnovadoras",https://www.linkedin.com/company/yio/,0.0
129,Tiago Santos,El 2 de marzo tenemos una cita muy importante en #madrid. Seremos +80 directores y profesionales de #rrhh en una cena que marcará tendencia. ¡Últimas plazas aquí! https://lnkd.in/dMFruaDT#networking #cena #HR #people,https://www.linkedin.com/in/tiagosantospereira,0.0
130,dentsu,"The application for our 9-week immersive summer internship program is now open! Gain real-world experience, coaching, and mentoring to prepare you for a career in the marketing and advertising industry. Apply today!Link to the general application: https://bit.ly/3lKP8tC #dentsuSummerExperience",https://www.linkedin.com/company/merkle/,0.6103
131,Danny Butvinik,"In data science and machine learning, the Expectation Maximization (EM) algorithm can be used to estimate latent variables, like those that come from mixture distributions (we know that they came from a mixture but don’t know from which specific distribution). The EM algorithm is a specialized approach for Maximum Likelihood Estimation (MLE) problems. It has some nice features, like not needing to know the size of each step and always converging to a local maximum of the likelihood function under simple conditions. Although MLE and EM can both find the best-fit parameters, the ways they find the models are very different.  MLE gathers all the information first, then uses that information to build the most likely model.  EM makes guesses about the parameters to account for the missing data. It then changes the model to make the guesses and the real data fit together. The basic steps for the algorithm are: 1. The model parameters are guessed first, and a probability distribution is made. This is sometimes called the “E-Step” for the “expected” distribution. 2. Newly observed data is fed into the model. 3. The probability distribution from the E-step is tweaked to include the new data. This is sometimes called the M-step. 4. Steps 2-4 are repeated until stability (i.e., a distribution that doesn’t change from the E-step to M-step is reached.) The EM algorithm always converges, even though it might converge to bad local extrema. The expectation-maximization algorithm can be used: (*) to fill in their missing data in a sample.(*) as the basis for the unsupervised learning of clusters. (*) to estimate the parameters of the Hidden Markov Model (HMM). (*) to discover the values of latent variables. Limitation The EM algorithm can be very slow, even on the fastest computer. It works best when you only have a small percentage of missing data and the dimensionality of the data isn’t too large. The E-step moves more slowly as the number of dimensions goes up. The E-step may move very slowly if you have data with many dimensions, as the procedure approaches a local maximum. Image: Author (inspired by Victor Lavrenko)#machinelearning #datascience ",https://www.linkedin.com/in/david-polo-olea,0.5023
132,Logística Profesional,"🔴 UNO, la Organización Empresarial de Logística y Transporte de España, junto a la compañía T-Systems Iberia, ha elaborado un informe titulado ‘La revolución tecnológica de la logística y el transporte: situación actual y aceleración de la transformación digital del sector’➡️ https://lnkd.in/gwekvdrF// UNO, Organización Empresarial de Logística y Transporte__#logística #supplychain #cadenadesuministro ",https://www.linkedin.com/company/tsystems-iberia/,0.34
133,Vizzuality,Welcome to Vizz Quiz! Test your biodiversity knowledge and learn something new!The answer will be provided tomorrow.#quiz #biodiversity #animals #ecology #flora,https://www.linkedin.com/company/vizzuality/,0.555
134,Carrefour España,"👏🏼 Inauguramos en Carrefour Los Patios la Muestra “Sabor a Málaga”🤝🏻 Continuamos con nuestro firme compromiso con el producto local y regional desde hace ya más de 20 años. En este sentido inauguramos la muestra de productos “Sabor a Málaga” con la presencia de Francisco de la Torre Prados, Alcalde de Málaga; José Francisco Salado, Presidente de la Diputación de Málaga; Elisa Pérez de Siles, Carlos Gómez, Director General de Comercio del Ayuntamiento de Málaga; y Leonor García -Agua, Directora de “Sabor a Málaga”➡️ Una promoción que ha dado comienzo este 17 de febrero y que se mantendrá hasta el próximo día 27. Con la participación de 44 empresas adheridas a la marca Sabor Málaga, con un total de 175 referencias, en 10 hipermercados Carrefour de Málaga.#ProductosRegionalesCarrefour",https://www.linkedin.com/company/carrefoures/,0.34
135,Ironhack Germany,"From their boundless curiosity to their unbridled creativity, Ironhack Germany students are simply the coolest. Every day, we're amazed by the passion and dedication they bring to their learning journeys. Be part of Ironhack's community ->  https://lnkd.in/eU-mk4rE-#ironhack #breakingintotech",https://www.linkedin.com/in/dianablaum,0.8316
136,Klarna Kosma,"Can you believe it’s been five years since the launch of #openbanking? We should be very proud of how far we’ve come in the past half a decade. Open banking is a big success story 👊🚀 Of the ‘big nine’ banks that led the rollout in the UK, six have now completed implementation.🚀 We’ve seen uptake grow from 1 million active users in 2020, to more than 6.5 million this year – and counting!Today, we look back at some of the key milestones in the UK open banking journey 👇And that’s just the beginning! This year promises to be the biggest yet for open banking. We’d love to help you be a part of it, so get in touch 👉 https://lnkd.in/ett4HRNV#openfinance #fintech #KlarnaKosma #milestones #Klarna ",https://www.linkedin.com/company/klarna/,0.9632
137,TED Conferences,Overwhelmed by stress? This small mindset shift could help you power through: http://t.ted.com/WhsOHdH,https://www.linkedin.com/company/ted-conferences/,0.0258
138,David Hurtado Torán,"Esto lo cambia todo // tengo que explicaros bien porqué esto lo cambia todo. Por ""esto"" me refiero a lo que nos trae ChatGPT y Bing+OpenAI. A cómo va a cambiar el mundo en los próximos años. Una pasada cómo va a cambiar el mundo. Pero como hoy es domingo, en lugar de ponerme aquí a explicar con detenimiento, os dejo con un tema de factoriales y funciones gamma con estilo telenovela. Leedlo entero, por favor, no tiene desperdicio#chatgpt #openai #ia #aymiamor",https://www.linkedin.com/in/cayetana-ortega-marazuela-2527aa94,0.128
139,Juliana Rabbi - Remote Work Coach,"How to be successful in your next pre-screening interview🔹 Do you know what a pre-screening interview is? It’s normally the first conversation you have with someone inside the company you want to work for. It has a more informal tone and it will be short (between 5 - 20 minutes).It can be so informal that some #jobseekers “forget” it is still an #interview and don’t prepare well for that!🔹 Why do pre-screening interviews happen?Because the company wants to confirm if you meet the job requirements and if you are available. It’s a way to “double-check” if you are a good fit for the job before they spend more time doing a long interview.🔹 What will happen after?If your pre-screening interview goes well, the company will invite you for a formal #jobinterview.So, remember that this is a decisive part of the recruitment process!🔹 What if the pre-screening interview goes wrong?Well… unfortunately you will be eliminated from the recruitment process. The recruiter will choose another candidate.In my new YouTube video, I explain in detail all you need to know about pre-screening interviews, in order to better succeed and move to the next steps of the process.** Link to the full video in the comments.#jobsearch",https://www.linkedin.com/in/julianarabbi-career-coach,0.9659
140,T-Systems Iberia,"📝 ¡Este jueves participamos en el encuentro «#EspacioDeDatos en #Industria40» sobre Gaia-X Hub España junto a IndesIA, Vicomtech, TECNALIA Research & Innovation, la Universidad Politécnica de Madrid y AMETIC!🏭 Un paso más hacia la #digitalización de la #industria y los datos compartidos y seguros.https://lnkd.in/dshbn-zn#PeopleMakeItHappen #LetsPowerHigherPerformance ",https://www.linkedin.com/company/tsystems-iberia/,0.4389
141,IOMED,"📣 Montserrat 'Tat' Roura is #IOMED's new Head Business Development Southern Europe.Tat Roura Oliver comes to IOMED from the pharmaceutical company Novartis, where she has developed a solid career for 17 years. In the laboratory she has held different positions. She has been National Sales Director of Dermatology and Respiratory for the last two years.""I am looking forward to the challenge of leading the business development team of a young and constantly expanding company like IOMED. This year is going to be very important for the deployment of our technology and I am looking forward to adding my experience to that of a team like this one,"" says Tat.¡Welcome to the team! 😊https://bit.ly/3XBYbKy#ArtificialIntelligence #FederatedClinicalResearch #digitalhealth #NLP #machinelearning #healthcare ",https://www.linkedin.com/company/iomed/,0.8066
142,Joppy,"Do you know we just launched our new website? 🆕A opportunity to prove new tools, technologies and languages...For example, Jose Luis García Torrecillas proves... 👇🔵 #nextjs. A React framework that allows developers to quickly build and deploy large-scale, SEO-friendly, user-friendly web applications. Even TikTok or Twitch use it.🔵 #typescript. TypeScript can compile into any version of JavaScript, and is perfect for large projects. ¿One of it advantages? Its strong-typing.🔵 #Tailwind. Tailwind CSS is basically a utility-first CSS framework for rapidly building custom user interfaces. Very flexible and customizable.🔵 #Motion. The core of this React (and Next.js) library is the motion componentAnd our head of content Andres Guillen helps to build the web too. Check this (and more) at this document ⬇️PD: ¿Haven't seen our website yet? Check this URL https://lnkd.in/dAHQGz-6",https://www.linkedin.com/company/joppyme/,0.9304
143,Pablo Galván Leyes,"Hola #red , ¿como están?Hoy día de San Valentin, que planes tienen?  💌💌💌 Me tiran algunas ideas.... por que todavía no planifique nada 🤣🤣🤣 Como todos los martes le ponemos un poquito de humor y les comparto las #hotpositions que tenemos en HR Oasis 🔥🔥🔥#SalesforceLead Ingles Upper - 10kusd#python + #react con exp liderando e ingles upper - 10k usd#java SR - 4 años de exp e Ingles Upper - 7k usd#python SR - 4 años de exp e Ingles Upper - 7k usd#golang 4 años de exp e Ingles Upper - 7k usd#PHP SR - 5 años de exp e Inglés Upper - 4kusd#qaautomation #Java & #Selenium - 4 años de exp e Inglés Upper - 5kusd#Fullstack #Net & #React - Inglés Upper y 4 años de experiencia - 5k usd#Fullstack #Net & #Angular & #AWS - Ingles Upper y 4 años de exp - 5,5k#Fullstack #Python & #React - Ingles Upper y 5 años de exp - 6k#ReactNativeLead - Ingles Upper - 6kusd#iOS SR - Ingles Upper - 6Kusd#Node SR - 6 años de experiencia en Backend e Ingles Upper - Empresa de Producto de USA - 8k usd#DataAnalyst - 3+ años de exp con ingles Upper - 3kusd#SecurityResearcher - 4 años de exp e Ingles Upper - 5,5kusd#SalesforceAdmin - 4 años de exp e Ingles Upper - 5kusd#Netsuite SR - 4 años de exp e Ingles Upper- 5kusd#sapsuccessfactors 3+ exp e Inglés Upper - 5kusd#java SR - 4 años de exp e ingles Upper - 1.000.000k Brutos✍SIN INGLES ( Solo residentes de Argentina 🇦🇷 )#net + #angular - 2 años de exp -2k usd#PHP + #react - 3 años de exp - 1,5kusd#salesforceadmin - 2 años de exp $500k brutos#salesforcedev - 2 años de exp $500k brutos#scrummaster - 3 años de exp $550k brutos#net - 1 año de exp $200k brutos (solo Bs As Argentina)#net - 2 años de exp $350k brutos#dba -3 años de exp $500k brutos#java - 2 años de exp $350k brutos#java + #angular - 2 años de exp $350k brutos¿Te interesa? Escribime!¿No estas en búsqueda? Con un like me ayudas a difundirlo y poder llegar a mas personas :)📩 DM LinkedIn📧 pablo@hroasis.com#propuestasactivas #mundoit #propuestasit #trabajoremoto #busquedasactivas #propuestalaboral #buscotrabajo #busquedaactiva #propuestalaboral #propuestait #trabajoit#mundoit  #itjob #itrecruiting #sap",https://www.linkedin.com/in/wsperat,0.565
